,Close,Date,High-Non-seasonal-lag-1-days,High-Non-seasonal-lag-2-days,High-Non-seasonal-lag-3-days,High-Non-seasonal-lag-4-days,High-Seasonal-lag-1-months,High-Seasonal-lag-2-months,High-Seasonal-lag-3-months,High-Seasonal-lag-4-months,Close-Non-seasonal-lag-1-days,Close-Non-seasonal-lag-2-days,Close-Non-seasonal-lag-3-days,Close-Non-seasonal-lag-4-days,Close-Seasonal-lag-1-months,Close-Seasonal-lag-2-months,Close-Seasonal-lag-3-months,Close-Seasonal-lag-4-months,Open-Non-seasonal-lag-1-days,Open-Non-seasonal-lag-2-days,Open-Non-seasonal-lag-3-days,Open-Non-seasonal-lag-4-days,Open-Seasonal-lag-1-months,Open-Seasonal-lag-2-months,Open-Seasonal-lag-3-months,Open-Seasonal-lag-4-months,Month,Quarter,Day_Of_Year,Week_of_Year,Day_of_Week
252,139.6199951171875,2006-11-14,139.0399932861328,138.33999633789062,139.13999938964844,139.0500030517578,137.0500030517578,132.38999938964844,129.88999938964844,124.05000305175781,138.5800018310547,138.24000549316406,138.17999267578125,138.91000366210938,136.83999633789062,131.9600067138672,129.6999969482422,123.97000122070312,138.17999267578125,138.13999938964844,139.00999450683594,138.0,136.52000427246094,132.30999755859375,129.32000732421875,123.70999908447266,11,4,318,46,1
253,140.02000427246094,2006-11-15,139.74000549316406,139.0399932861328,138.33999633789062,139.13999938964844,136.6999969482422,132.38999938964844,130.3699951171875,126.26000213623047,139.6199951171875,138.5800018310547,138.24000549316406,138.17999267578125,136.41000366210938,132.13999938964844,130.02999877929688,125.69000244140625,138.97000122070312,138.17999267578125,138.13999938964844,139.00999450683594,136.47000122070312,131.7899932861328,129.5800018310547,124.18000030517578,11,4,319,46,2
254,140.3800048828125,2006-11-16,140.4499969482422,139.74000549316406,139.0399932861328,138.33999633789062,137.3699951171875,132.1300048828125,130.69000244140625,126.30000305175781,140.02000427246094,139.6199951171875,138.5800018310547,138.24000549316406,136.58999633789062,131.80999755859375,130.69000244140625,124.83000183105469,139.57000732421875,138.97000122070312,138.17999267578125,138.13999938964844,137.0399932861328,132.1199951171875,130.19000244140625,126.12000274658203,11,4,320,46,3
255,140.4199981689453,2006-11-17,140.67999267578125,140.4499969482422,139.74000549316406,139.0399932861328,136.8800048828125,132.77000427246094,130.27999877929688,125.19000244140625,140.3800048828125,140.02000427246094,139.6199951171875,138.5800018310547,136.80999755859375,132.50999450683594,130.1300048828125,123.94999694824219,140.44000244140625,139.57000732421875,138.97000122070312,138.17999267578125,136.38999938964844,132.25,130.17999267578125,125.1500015258789,11,4,321,46,4
256,140.5,2006-11-20,140.42999267578125,140.67999267578125,140.4499969482422,139.74000549316406,136.9499969482422,132.75,130.52000427246094,126.31999969482422,140.4199981689453,140.3800048828125,140.02000427246094,139.6199951171875,136.83999633789062,131.8699951171875,130.1199951171875,126.20999908447266,139.92999267578125,140.44000244140625,139.57000732421875,138.97000122070312,136.83999633789062,132.61000061035156,129.99000549316406,124.44000244140625,11,4,324,47,0
257,140.63999938964844,2006-11-21,140.74000549316406,140.42999267578125,140.67999267578125,140.4499969482422,137.8000030517578,131.67999267578125,130.44000244140625,127.30000305175781,140.5,140.4199981689453,140.3800048828125,140.02000427246094,137.47000122070312,131.47000122070312,129.75999450683594,126.66000366210938,140.3000030517578,139.92999267578125,140.44000244140625,139.57000732421875,136.55999755859375,131.6699981689453,130.17999267578125,125.9800033569336,11,4,325,47,1
258,140.9199981689453,2006-11-22,140.6699981689453,140.74000549316406,140.42999267578125,140.67999267578125,137.92999267578125,132.85000610351562,130.10000610351562,127.44999694824219,140.63999938964844,140.5,140.4199981689453,140.3800048828125,137.8800048828125,132.47999572753906,129.64999389648438,126.83000183105469,140.49000549316406,140.3000030517578,139.92999267578125,140.44000244140625,137.27999877929688,131.72999572753906,129.99000549316406,126.58999633789062,11,4,326,47,2
259,140.35000610351562,2006-11-24,141.16000366210938,140.6699981689453,140.74000549316406,140.42999267578125,138.41000366210938,133.60000610351562,130.25,127.69000244140625,140.9199981689453,140.63999938964844,140.5,140.4199981689453,138.35000610351562,133.5800018310547,129.80999755859375,126.70999908447266,140.75,140.49000549316406,140.3000030517578,139.92999267578125,137.74000549316406,132.5,129.63999938964844,127.37999725341797,11,4,328,47,4
260,138.4199981689453,2006-11-27,140.83999633789062,141.16000366210938,140.6699981689453,140.74000549316406,139.0,133.97000122070312,130.82000732421875,128.13999938964844,140.35000610351562,140.9199981689453,140.63999938964844,140.5,138.77999877929688,133.74000549316406,130.42999267578125,127.9800033569336,140.24000549316406,140.75,140.49000549316406,140.3000030517578,138.66000366210938,133.49000549316406,129.64999389648438,127.04000091552734,11,4,331,48,0
261,139.02000427246094,2006-11-28,140.35000610351562,140.83999633789062,141.16000366210938,140.6699981689453,138.75,133.99000549316406,130.8300018310547,127.95999908447266,138.4199981689453,140.35000610351562,140.9199981689453,140.63999938964844,137.91000366210938,133.69000244140625,130.5800018310547,127.8499984741211,140.27999877929688,140.24000549316406,140.75,140.49000549316406,138.61000061035156,133.74000549316406,130.49000549316406,127.66000366210938,11,4,332,48,1
262,140.47000122070312,2006-11-29,139.16000366210938,140.35000610351562,140.83999633789062,141.16000366210938,138.1999969482422,133.94000244140625,131.0399932861328,127.37999725341797,139.02000427246094,138.4199981689453,140.35000610351562,140.9199981689453,137.80999755859375,133.5800018310547,130.66000366210938,127.22000122070312,138.24000549316406,140.27999877929688,140.24000549316406,140.75,137.66000366210938,133.8000030517578,130.8699951171875,127.33999633789062,11,4,333,48,2
263,140.52999877929688,2006-11-30,140.52999877929688,139.16000366210938,140.35000610351562,140.83999633789062,138.25999450683594,133.8300018310547,130.99000549316406,128.4600067138672,140.47000122070312,139.02000427246094,138.4199981689453,140.35000610351562,137.7899932861328,133.0800018310547,130.63999938964844,128.0800018310547,139.47000122070312,138.24000549316406,140.27999877929688,140.24000549316406,138.07000732421875,133.5399932861328,130.85000610351562,127.58000183105469,11,4,334,48,3
264,140.22000122070312,2006-12-01,141.0500030517578,140.52999877929688,139.16000366210938,140.35000610351562,138.30999755859375,133.8699951171875,131.5800018310547,128.5500030517578,140.52999877929688,140.47000122070312,139.02000427246094,138.4199981689453,136.86000061035156,133.36000061035156,131.4199981689453,128.4199981689453,140.44000244140625,139.47000122070312,138.24000549316406,140.27999877929688,138.22000122070312,132.88999938964844,131.13999938964844,127.33999633789062,12,4,335,48,4
265,141.2899932861328,2006-12-04,140.66000366210938,141.0500030517578,140.52999877929688,139.16000366210938,137.00999450683594,135.0,131.85000610351562,129.42999267578125,140.22000122070312,140.52999877929688,140.47000122070312,139.02000427246094,136.77999877929688,134.9199981689453,131.6699981689453,128.1999969482422,140.52999877929688,140.44000244140625,139.47000122070312,138.24000549316406,136.50999450683594,133.22999572753906,131.50999450683594,129.0800018310547,12,4,338,49,0
266,141.89999389648438,2006-12-05,141.5500030517578,140.66000366210938,141.0500030517578,140.52999877929688,137.38999938964844,135.41000366210938,131.16000366210938,128.0800018310547,141.2899932861328,140.22000122070312,140.52999877929688,140.47000122070312,136.5399932861328,135.17999267578125,130.50999450683594,127.9000015258789,140.25,140.52999877929688,140.44000244140625,139.47000122070312,137.27000427246094,134.9199981689453,131.11000061035156,127.9000015258789,12,4,339,49,1
267,141.77999877929688,2006-12-06,141.9600067138672,141.5500030517578,140.66000366210938,141.0500030517578,138.27999877929688,135.10000610351562,130.57000732421875,128.4600067138672,141.89999389648438,141.2899932861328,140.22000122070312,140.52999877929688,138.0800018310547,135.00999450683594,129.91000366210938,127.41000366210938,141.55999755859375,140.25,140.52999877929688,140.44000244140625,136.9600067138672,134.9499969482422,130.05999755859375,128.08999633789062,12,4,340,49,2
268,141.16000366210938,2006-12-07,142.07000732421875,141.9600067138672,141.5500030517578,140.66000366210938,138.97999572753906,135.3000030517578,130.4600067138672,128.60000610351562,141.77999877929688,141.89999389648438,141.2899932861328,140.22000122070312,138.61000061035156,135.08999633789062,130.27999877929688,126.9800033569336,141.8699951171875,141.55999755859375,140.25,140.52999877929688,138.1999969482422,134.85000610351562,130.0800018310547,128.17999267578125,12,4,341,49,3
269,141.4199981689453,2006-12-08,142.3000030517578,142.07000732421875,141.9600067138672,141.5500030517578,139.0500030517578,135.4499969482422,130.69000244140625,127.5,141.16000366210938,141.77999877929688,141.89999389648438,141.2899932861328,138.91000366210938,135.27000427246094,130.41000366210938,127.37000274658203,142.02999877929688,141.8699951171875,141.55999755859375,140.25,138.0,135.10000610351562,129.86000061035156,126.58000183105469,12,4,342,49,4
270,141.8300018310547,2006-12-11,141.89999389648438,142.3000030517578,142.07000732421875,141.9600067138672,139.13999938964844,135.42999267578125,131.83999633789062,127.19999694824219,141.4199981689453,141.16000366210938,141.77999877929688,141.89999389648438,138.17999267578125,135.11000061035156,131.69000244140625,127.01000213623047,141.1300048828125,142.02999877929688,141.8699951171875,141.55999755859375,139.00999450683594,134.83999633789062,130.55999755859375,127.16999816894531,12,4,345,50,0
271,141.72000122070312,2006-12-12,142.08999633789062,141.89999389648438,142.3000030517578,142.07000732421875,138.33999633789062,136.38999938964844,132.4499969482422,128.16000366210938,141.8300018310547,141.4199981689453,141.16000366210938,141.77999877929688,138.24000549316406,136.27999877929688,132.22000122070312,127.11000061035156,141.4199981689453,141.1300048828125,142.02999877929688,141.8699951171875,138.13999938964844,135.4499969482422,131.63999938964844,127.62999725341797,12,4,346,50,1
272,141.8699951171875,2006-12-13,141.8699951171875,142.08999633789062,141.89999389648438,142.3000030517578,139.0399932861328,136.7100067138672,132.24000549316406,128.8699951171875,141.72000122070312,141.8300018310547,141.4199981689453,141.16000366210938,138.5800018310547,136.6300048828125,132.22999572753906,128.6300048828125,141.69000244140625,141.4199981689453,141.1300048828125,142.02999877929688,138.17999267578125,136.16000366210938,131.9600067138672,128.25,12,4,347,50,2
273,143.1199951171875,2006-12-14,142.33999633789062,141.8699951171875,142.08999633789062,141.89999389648438,139.74000549316406,137.0500030517578,132.38999938964844,129.88999938964844,141.8699951171875,141.72000122070312,141.8300018310547,141.4199981689453,139.6199951171875,136.83999633789062,131.9600067138672,129.6999969482422,142.22999572753906,141.69000244140625,141.4199981689453,141.1300048828125,138.97000122070312,136.52000427246094,132.30999755859375,129.32000732421875,12,4,348,50,3
274,142.33999633789062,2006-12-15,143.24000549316406,142.33999633789062,141.8699951171875,142.08999633789062,140.4499969482422,136.6999969482422,132.38999938964844,130.3699951171875,143.1199951171875,141.8699951171875,141.72000122070312,141.8300018310547,140.02000427246094,136.41000366210938,132.13999938964844,130.02999877929688,141.86000061035156,142.22999572753906,141.69000244140625,141.4199981689453,139.57000732421875,136.47000122070312,131.7899932861328,129.5800018310547,12,4,349,50,4
275,141.9499969482422,2006-12-18,142.88999938964844,143.24000549316406,142.33999633789062,141.8699951171875,140.67999267578125,137.3699951171875,132.1300048828125,130.69000244140625,142.33999633789062,143.1199951171875,141.8699951171875,141.72000122070312,140.3800048828125,136.58999633789062,131.80999755859375,130.69000244140625,142.63999938964844,141.86000061035156,142.22999572753906,141.69000244140625,140.44000244140625,137.0399932861328,132.1199951171875,130.19000244140625,12,4,352,51,0
276,142.22000122070312,2006-12-19,142.8800048828125,142.88999938964844,143.24000549316406,142.33999633789062,140.42999267578125,136.8800048828125,132.77000427246094,130.27999877929688,141.9499969482422,142.33999633789062,143.1199951171875,141.8699951171875,140.4199981689453,136.80999755859375,132.50999450683594,130.1300048828125,142.5399932861328,142.63999938964844,141.86000061035156,142.22999572753906,139.92999267578125,136.38999938964844,132.25,130.17999267578125,12,4,353,51,1
277,142.13999938964844,2006-12-20,142.55999755859375,142.8800048828125,142.88999938964844,143.24000549316406,140.74000549316406,136.9499969482422,132.75,130.52000427246094,142.22000122070312,141.9499969482422,142.33999633789062,143.1199951171875,140.5,136.83999633789062,131.8699951171875,130.1199951171875,141.5500030517578,142.5399932861328,142.63999938964844,141.86000061035156,140.3000030517578,136.83999633789062,132.61000061035156,129.99000549316406,12,4,354,51,2
278,141.6199951171875,2006-12-21,142.66000366210938,142.55999755859375,142.8800048828125,142.88999938964844,140.6699981689453,137.8000030517578,131.67999267578125,130.44000244140625,142.13999938964844,142.22000122070312,141.9499969482422,142.33999633789062,140.63999938964844,137.47000122070312,131.47000122070312,129.75999450683594,142.27999877929688,141.5500030517578,142.5399932861328,142.63999938964844,140.49000549316406,136.55999755859375,131.6699981689453,130.17999267578125,12,4,355,51,3
279,140.75,2006-12-22,142.42999267578125,142.66000366210938,142.55999755859375,142.8800048828125,141.16000366210938,137.92999267578125,132.85000610351562,130.10000610351562,141.6199951171875,142.13999938964844,142.22000122070312,141.9499969482422,140.9199981689453,137.8800048828125,132.47999572753906,129.64999389648438,142.27000427246094,142.27999877929688,141.5500030517578,142.5399932861328,140.75,137.27999877929688,131.72999572753906,129.99000549316406,12,4,356,51,4
280,141.5800018310547,2006-12-26,141.64999389648438,142.42999267578125,142.66000366210938,142.55999755859375,140.83999633789062,138.41000366210938,133.60000610351562,130.25,140.75,141.6199951171875,142.13999938964844,142.22000122070312,140.35000610351562,138.35000610351562,133.5800018310547,129.80999755859375,141.63999938964844,142.27000427246094,142.27999877929688,141.5500030517578,140.24000549316406,137.74000549316406,132.5,129.63999938964844,12,4,360,52,1
