,High,Low,Open,Close,Volume,Adj Close,Date
0,212.1999969482422,209.41000366210938,211.83999633789062,209.74000549316406,3847000.0,189.20965576171875,2015-12-02
1,210.33999633789062,205.91000366210938,210.02999877929688,206.75999450683594,5916800.0,186.52133178710938,2015-12-03
2,211.1699981689453,207.08999633789062,207.25,210.8000030517578,6690300.0,190.1658935546875,2015-12-04
3,210.4499969482422,208.3699951171875,210.39999389648438,209.5,5875100.0,188.9931182861328,2015-12-07
4,209.1999969482422,206.94000244140625,207.6699981689453,208.1300048828125,7065500.0,187.7572784423828,2015-12-08
5,209.85000610351562,205.36000061035156,207.3800048828125,206.49000549316406,5733400.0,186.2777862548828,2015-12-09
6,208.5800018310547,206.3000030517578,206.61000061035156,207.00999450683594,6195600.0,186.74684143066406,2015-12-10
7,205.25999450683594,202.6300048828125,204.58999633789062,202.88999938964844,8088900.0,183.0301513671875,2015-12-11
8,204.17999267578125,201.10000610351562,203.22000122070312,204.17999267578125,8135300.0,184.19384765625,2015-12-14
9,207.25,205.67999267578125,205.8699951171875,206.19000244140625,4734900.0,186.0071258544922,2015-12-15
10,209.5800018310547,205.9199981689453,207.6199951171875,209.1699981689453,5650100.0,188.69544982910156,2015-12-16
11,209.67999267578125,206.0,209.58999633789062,206.0800018310547,6569100.0,185.90789794921875,2015-12-17
12,205.22999572753906,202.13999938964844,205.1300048828125,202.22000122070312,7050500.0,182.42575073242188,2015-12-18
13,204.22999572753906,202.42999267578125,203.8300018310547,203.9600067138672,3705000.0,183.9954071044922,2015-12-21
14,206.22999572753906,203.91000366210938,205.0399932861328,205.85000610351562,4574300.0,185.70040893554688,2015-12-22
15,208.4600067138672,206.94000244140625,207.0800018310547,208.44000244140625,5300100.0,188.03689575195312,2015-12-23
16,207.5399932861328,206.63999938964844,206.97999572753906,206.8300018310547,2254700.0,187.65310668945312,2015-12-24
17,206.4499969482422,205.14999389648438,206.08999633789062,206.33999633789062,3710800.0,187.2085723876953,2015-12-28
18,208.8000030517578,207.5,207.55999755859375,208.50999450683594,4690800.0,189.3516845703125,2015-12-29
19,208.2100067138672,206.77999877929688,208.1300048828125,206.97000122070312,5214000.0,187.9532012939453,2015-12-30
20,206.89999389648438,204.8699951171875,206.2100067138672,204.8699951171875,6230700.0,186.04615783691406,2015-12-31
21,202.00999450683594,199.58999633789062,201.47000122070312,202.0,7440000.0,183.4398651123047,2016-01-04
22,202.8800048828125,201.0399932861328,202.30999755859375,202.4199981689453,5262200.0,183.82122802734375,2016-01-05
23,201.02000427246094,198.57000732421875,199.36000061035156,199.77000427246094,5496600.0,181.41476440429688,2016-01-06
24,198.39999389648438,194.57000732421875,196.3000030517578,194.99000549316406,7545000.0,177.0739288330078,2016-01-07
25,196.80999755859375,192.52000427246094,196.13999938964844,192.8300018310547,8904100.0,175.11241149902344,2016-01-08
26,194.3300018310547,190.77999877929688,193.9499969482422,193.02999877929688,7486800.0,175.2940216064453,2016-01-11
27,195.5,192.0800018310547,194.85000610351562,194.52000427246094,5444600.0,176.64712524414062,2016-01-12
28,195.80999755859375,189.3000030517578,195.35000610351562,189.7899932861328,7003900.0,172.35174560546875,2016-01-13
29,194.1999969482422,188.57000732421875,190.47999572753906,192.8000030517578,6909900.0,175.0851593017578,2016-01-14
30,189.69000244140625,186.4600067138672,187.63999938964844,188.74000549316406,8833200.0,171.39820861816406,2016-01-15
31,191.00999450683594,187.1199951171875,190.8000030517578,188.83999633789062,7617200.0,171.48904418945312,2016-01-19
32,188.41000366210938,181.89999389648438,185.92999267578125,186.64999389648438,10177900.0,169.50018310546875,2016-01-20
33,189.7899932861328,185.5800018310547,187.11000061035156,187.6199951171875,8809600.0,170.38111877441406,2016-01-21
34,191.6699981689453,189.82000732421875,190.7100067138672,191.49000549316406,4370100.0,173.89553833007812,2016-01-22
35,191.0800018310547,188.33999633789062,190.86000061035156,188.57000732421875,4088400.0,171.2438201904297,2016-01-25
36,191.44000244140625,188.94000244140625,189.36000061035156,191.1300048828125,4655700.0,173.56861877441406,2016-01-26
37,192.5,187.97999572753906,190.61000061035156,189.0800018310547,5691600.0,171.70693969726562,2016-01-27
38,191.10000610351562,188.0800018310547,190.89999389648438,190.11000061035156,5360400.0,172.64231872558594,2016-01-28
39,194.69000244140625,190.82000732421875,190.94000244140625,194.6199951171875,7807600.0,176.7379150390625,2016-01-29
40,195.52999877929688,192.8000030517578,193.47000122070312,194.60000610351562,6209900.0,176.71975708007812,2016-02-01
41,192.94000244140625,190.47999572753906,192.94000244140625,191.08999633789062,7111300.0,173.53228759765625,2016-02-02
42,192.72000122070312,188.0500030517578,192.38999938964844,192.11000061035156,7298300.0,174.45858764648438,2016-02-03
43,193.69000244140625,190.92999267578125,191.7100067138672,192.52999877929688,4503000.0,174.83995056152344,2016-02-04
44,192.02000427246094,188.13999938964844,191.9600067138672,188.85000610351562,5561300.0,171.49813842773438,2016-02-05
45,187.0,183.72000122070312,186.67999267578125,186.30999755859375,8106400.0,169.19149780273438,2016-02-08
46,187.8699951171875,184.11000061035156,184.2100067138672,186.24000549316406,5588300.0,169.12789916992188,2016-02-09
47,189.24000549316406,186.0399932861328,187.3000030517578,186.14999389648438,3838200.0,169.04620361328125,2016-02-10
48,184.9600067138672,182.02000427246094,183.17999267578125,183.8300018310547,5853800.0,166.93934631347656,2016-02-11
49,187.5800018310547,184.8699951171875,185.83999633789062,187.5500030517578,3273100.0,170.31756591796875,2016-02-12
50,190.74000549316406,188.55999755859375,189.75999450683594,190.6699981689453,3444500.0,173.15086364746094,2016-02-16
51,194.27999877929688,191.97000122070312,192.1199951171875,193.8300018310547,3898100.0,176.02052307128906,2016-02-17
52,194.25,192.69000244140625,194.1999969482422,193.0500030517578,3710200.0,175.3121795654297,2016-02-18
53,193.13999938964844,191.4199981689453,192.1300048828125,192.92999267578125,2521700.0,175.20321655273438,2016-02-19
54,195.92999267578125,194.7899932861328,194.85000610351562,195.72000122070312,2517000.0,177.7368621826172,2016-02-22
55,195.27999877929688,193.16000366210938,195.02000427246094,193.33999633789062,2727400.0,175.57554626464844,2016-02-23
56,194.5,190.27000427246094,191.58999633789062,194.22000122070312,2966000.0,176.37472534179688,2016-02-24
57,196.55999755859375,193.82000732421875,194.7100067138672,196.5,2731500.0,178.44522094726562,2016-02-25
58,197.67999267578125,195.88999938964844,197.5800018310547,196.14999389648438,4392600.0,178.12738037109375,2016-02-26
59,197.25,194.4199981689453,196.13999938964844,194.50999450683594,5026000.0,176.63803100585938,2016-02-29
60,199.2100067138672,195.47000122070312,196.02000427246094,199.19000244140625,5127900.0,180.8880615234375,2016-03-01
61,200.08999633789062,198.27999877929688,198.72000122070312,200.07000732421875,4431300.0,181.68719482421875,2016-03-02
62,200.8300018310547,199.13999938964844,199.7899932861328,200.77999877929688,3087200.0,182.33197021484375,2016-03-03
63,202.39999389648438,200.10000610351562,201.0800018310547,201.47999572753906,3465700.0,182.96762084960938,2016-03-04
64,202.1199951171875,200.2899932861328,200.41000366210938,201.67999267578125,3868300.0,183.1492156982422,2016-03-07
65,200.9600067138672,199.25,200.3699951171875,199.3800048828125,3312400.0,181.060546875,2016-03-08
66,200.8000030517578,199.4499969482422,200.38999938964844,200.41000366210938,3239400.0,181.99595642089844,2016-03-09
67,202.11000061035156,198.4600067138672,201.0,200.52000427246094,3302300.0,182.0958251953125,2016-03-10
68,203.8800048828125,202.1999969482422,202.32000732421875,203.83999633789062,2675500.0,185.1107940673828,2016-03-11
69,204.1300048828125,202.85000610351562,203.25,203.55999755859375,4579800.0,184.8565216064453,2016-03-14
70,203.27999877929688,202.1199951171875,202.44000244140625,203.22000122070312,4213300.0,184.5477752685547,2016-03-15
71,204.89999389648438,202.58999633789062,202.63999938964844,204.52000427246094,3510400.0,185.72833251953125,2016-03-16
72,206.3300018310547,203.86000061035156,204.35000610351562,205.80999755859375,5150200.0,186.89976501464844,2016-03-17
73,206.94000244140625,205.9600067138672,206.3800048828125,206.57000732421875,6273200.0,187.5899658203125,2016-03-18
74,207.11000061035156,205.9600067138672,206.25,206.8699951171875,4764800.0,187.86239624023438,2016-03-21
75,207.39999389648438,205.72999572753906,205.9199981689453,206.75,4603500.0,187.75338745117188,2016-03-22
76,205.36000061035156,204.0500030517578,205.1300048828125,204.3000030517578,2981100.0,186.53741455078125,2016-03-23
77,204.1999969482422,202.77000427246094,203.0500030517578,204.17999267578125,3317900.0,186.4278564453125,2016-03-24
78,204.8800048828125,203.75,204.6699981689453,204.30999755859375,2277500.0,186.54653930664062,2016-03-28
79,206.25999450683594,203.42999267578125,203.80999755859375,206.25999450683594,3928400.0,188.32704162597656,2016-03-29
80,207.91000366210938,206.25999450683594,206.25999450683594,207.1300048828125,2760600.0,189.1213836669922,2016-03-30
81,207.4499969482422,206.3800048828125,206.9600067138672,206.64999389648438,4606200.0,188.68313598632812,2016-03-31
82,208.1999969482422,205.0500030517578,205.41000366210938,207.97000122070312,4127100.0,189.88833618164062,2016-04-01
83,208.1300048828125,206.9499969482422,207.9199981689453,207.2899932861328,3051500.0,189.26747131347656,2016-04-04
84,206.27000427246094,204.92999267578125,205.75,205.25999450683594,3063100.0,187.4139404296875,2016-04-05
85,207.5399932861328,205.02000427246094,205.33999633789062,207.47999572753906,2896900.0,189.44094848632812,2016-04-06
86,206.58999633789062,204.1300048828125,206.22000122070312,204.97000122070312,7193900.0,187.14918518066406,2016-04-07
87,206.8800048828125,204.9199981689453,206.3800048828125,205.5800018310547,2432400.0,187.70614624023438,2016-04-08
88,207.11000061035156,204.9499969482422,206.3000030517578,205.0,2745500.0,187.17657470703125,2016-04-11
89,207.32000732421875,204.75,205.27000427246094,207.02000427246094,2453300.0,189.0209197998047,2016-04-12
90,209.16000366210938,207.91000366210938,208.0500030517578,209.10000610351562,3197700.0,190.92010498046875,2016-04-13
91,209.66000366210938,208.67999267578125,209.13999938964844,209.1199951171875,2510600.0,190.9383544921875,2016-04-14
92,209.1699981689453,208.47999572753906,209.1199951171875,208.7899932861328,2828500.0,190.63706970214844,2016-04-15
93,210.35000610351562,208.07000732421875,208.1999969482422,210.30999755859375,3475000.0,192.02491760253906,2016-04-18
94,211.27999877929688,210.02000427246094,210.80999755859375,210.9499969482422,3401000.0,192.6092529296875,2016-04-19
95,212.0,210.47999572753906,211.02999877929688,211.11000061035156,2458800.0,192.7553253173828,2016-04-20
96,211.3300018310547,209.72999572753906,211.2100067138672,210.05999755859375,2969000.0,191.79660034179688,2016-04-21
97,210.35000610351562,209.0,209.63999938964844,210.02999877929688,3286400.0,191.7692413330078,2016-04-22
98,209.69000244140625,208.61000061035156,209.3699951171875,209.66000366210938,2767600.0,191.43141174316406,2016-04-25
99,210.60000610351562,209.4499969482422,210.1300048828125,210.00999450683594,2230800.0,191.75100708007812,2016-04-26
100,210.89999389648438,209.13999938964844,209.50999450683594,210.39999389648438,2817200.0,192.1070556640625,2016-04-27
101,210.85000610351562,208.02999877929688,209.5500030517578,208.5800018310547,4416500.0,190.44532775878906,2016-04-28
102,208.19000244140625,206.10000610351562,207.80999755859375,207.4600067138672,4362400.0,189.42266845703125,2016-04-29
103,209.25999450683594,207.47999572753906,208.00999450683594,209.0800018310547,3478900.0,190.9018096923828,2016-05-02
104,207.86000061035156,206.36000061035156,207.5500030517578,207.25,3407900.0,189.23095703125,2016-05-03
105,206.88999938964844,205.47999572753906,206.0500030517578,206.07000732421875,2469100.0,188.153564453125,2016-05-04
106,207.00999450683594,205.50999450683594,206.58999633789062,206.00999450683594,2174000.0,188.09878540039062,2016-05-05
107,206.80999755859375,204.94000244140625,205.1300048828125,206.80999755859375,2383900.0,188.82923889160156,2016-05-06
108,207.42999267578125,206.42999267578125,206.6300048828125,207.00999450683594,2841900.0,189.01181030273438,2016-05-09
109,209.5399932861328,207.72000122070312,207.7899932861328,209.52000427246094,2889500.0,191.30357360839844,2016-05-10
110,209.39999389648438,207.57000732421875,208.97999572753906,207.57000732421875,3116300.0,189.5231170654297,2016-05-11
111,208.5500030517578,206.44000244140625,208.36000061035156,207.6699981689453,3347900.0,189.61444091796875,2016-05-12
112,207.91000366210938,205.44000244140625,207.25,205.75,4859600.0,187.86134338378906,2016-05-13
113,208.41000366210938,205.9499969482422,206.0,207.8300018310547,2636200.0,189.7605438232422,2016-05-16
